genes	hypoxia-01	hypoxia-02	hypoxia-03	hypoxia-04	normoxia-01	normoxia-02	normoxia-03	normoxia-04
CCDC178	0.1328095	0.5065097	0.0267952	0.5457254	0.0578353	0	0	0
CCDC179	0	0	0	0	0	0.134931	0	0.0656738
CCDC18	1.5471355	3.2823105	4.09390669551	4.3433598	2.2850259	1.1081655	2.775869	2.071157
CCDC180	0.723475	0.985062	0.725315	0.889059	1.04594	1.12535	0.9466	1.07876
CCDC181	1.056252	0.9923868	1.4043594	1.118358	1.2911138	0.82685	0.53804	0.918984
CCDC182	0	0	0	0	0	0	0	0
CCDC183	2.569729	2.3899673	4.710152	4.145941	2.149373	3.084688	3.463197	1.838885
CCDC184	0.175317	0.046786	0.0885913	0.17897	0.068051	0	0.0399081	0.091417
CCDC185	0	0	0	0	0.0578015	0	0	0
CCDC186	34.6351	32.9686	39.60221	30.248550250006	29.36869	24.174401	28.415882	26.54399
CCDC187	0.0994511	0.0649727	0.1723165	0.2112548	0.129841	0.1310712	0.2922642	0.20434061
CCDC188	0.296119	0.735095	0.893925	0.300873	0.344274	0.31545	0.50382	0.24619
CCDC190	0.00696569	0.0136703	0.0155428	0	0.0223356	0.0164019	0.0262366	0.0330391
CCDC191	5.44834	6.592989	6.802114	8.171224	6.37284	6.624042	8.925791	7.414442
CCDC192	0.928438	0.599147	0.339301	0.82413	1.53384	0.90141	1.21318	1.40398
CCDC194	0.611416	0.58997	0.890179	0.765364	0.701065	0.459915	0.46756	0.412165
CCDC195	0	0	0	0	0	0	0	0
CCDC196	0.2627812	0	0.1667557	0.0294748	0.5594476	0.2755318	0.28214540043325	0.27980600270181
CCDC197	0.0280619	0	0.1663947	0.0240743	0.0824666	0.0328727	0.0350045	0
CCDC198	0.0694065	0.332529	0.4105008	0.52424	0.50456	0.37498	1.000624	0.5301436
CCDC200	8.044808	5.3213882	9.447515	6.572343	11.191289	4.0404943	4.64567	8.0542902
CCDC201	0.147933	0.154948	0.207813	0.07012	0.270123	0.18746	0.3625	0.289705
CCDC22	11.022	11.0474	10.244	14.1261	11.1447	10.8623	12.9735	11.725
CCDC24	7.5519596	9.449722	8.530843	10.633285	8.786467236415	9.937603	11.947569	9.960871
CCDC25	30.401947	36.8912556	29.434985	32.962442	35.667345	36.85112	34.194141	34.5862953
CCDC27	0	0.0677678	0	0	0.184858	0	0	0
CCDC28A	26.603	26.2837	34.3585	31.2044	30.2488	39.4259	41.4583	41.1896
CCDC28B	10.936558	11.508036	10.62734	12.857737	8.505623	6.66538	7.284183	7.639414
CCDC3	0.271105	0.1274152	0.244275	0.1625433	1.03817	0.3375501	1.0105202	1.598095
CCDC30	3.2379417	2.17420160098872	3.40484751	3.234187	3.5394437943	3.4965354	4.7264448	4.6734681
CCDC32	18.529653	20.054034	20.8569648	19.668442	20.41835	22.4761036	29.416788	23.490741
CCDC33	0.4431507	0.2954909	0.2752669	0.1294493	1.055377	0.5604839	0.9427473	0.5729348
CCDC34	11.351855	11.031259	10.327627	14.348117	8.930011	8.041649	8.220734	7.177958
CCDC38	0.213375	0.487293	0.413751	0.606467	0.342822	0.58841	0.200239	0.286131
CCDC39	6.39117	8.72564	13.77416	12.87395	10.19774	16.34799	17.24376	17.32151
CCDC40	4.246467	5.099256	4.096919	4.621305	6.764102	6.552751	3.708079	10.136366
CCDC42	0	0	0	0	0	0	0	0
CCDC43	30.361213	31.243924	27.557336	29.6357171	27.617841	28.835205	26.198545	24.684535
CCDC47	80.480408	91.319915	100.262675	94.6656	87.153288	118.722661	102.952867	98.403114
CCDC50	33.87947	27.3558	24.21546	26.17261	35.91912	38.8875	41.1682	39.2758
CCDC51	17.25154	17.585332	20.0647	21.623919	15.436739	17.63282	16.064998	13.949118
CCDC54	0.0706764	0.0687507	0.0389864	0.0437277	0	0	0	0
CCDC57	8.976838	12.7545444	13.109068462	13.652072	16.351701	15.9008346	22.672372	18.677147
CCDC59	39.7066	46.943	69.4633	51.7899	28.3408	21.00259	35.4796	23.4935
CCDC6	28.6661	27.0069	32.5482	31.1569	28.9228	29.5954	48.1413	42.2264
CCDC60	1.843936	3.184944	3.544963	0.3379984	2.781667	2.968713	3.899136	0.80561
CCDC61	13.415994	10.11562	10.997	15.10925	11.123315	15.17995	17.18909	14.100943
CCDC62	0.7850544	0.5929876	0.572707	0.4907472	0.5609147	0.1797002	0.208458	0.1723
CCDC63	0	0	0	0	0.0212585	0	0	0
CCDC65	2.470125	1.533941	2.41687	2.613616	1.6814519	1.593497	1.5538905	1.227953
CCDC66	6.4440437	7.327588	10.575092	8.542041	6.326261	8.526079	11.0933250003285	9.94430300020868
CCDC68	13.484867	5.624942	11.512611	11.20381	8.64409	2.479664	4.005548	4.564069
CCDC69	16.764014	13.8301	14.0542	12.510623	25.9393	21.5153	19.636604	19.7425
CCDC7	0.916674	0.8904437	1.545891788644	2.039375	0.7969208	1.27220278	1.1159819	1.101276
CCDC70	0	0	0.0405553	0	0	0	0	0
CCDC71	16.0591	15.0255	14.3562	15.7662	20.7494	19.889	23.891	24.5139
CCDC71L	6.42776	4.16122	3.45312	4.09601	7.08517	3.02512	3.77548	4.91836
CCDC73	0.0205474	0.0300882	0.0258802	0.0511199	0.0109491	0.04524295	0.0979783	0.0679838
CCDC74A	13.177704	17.106198	14.602373	33.356809	6.179214	13.957885	11.230013	14.659507
CCDC74B	1.516342	3.7793384	3.69142378	9.980669	1.186975	2.834316	4.6160808	4.0430909
CCDC77	4.171194	2.559757	4.144279	3.878178	5.117784	3.344035	4.320571	4.209588
CCDC78	1.838418	1.23683	3.710085	2.25021	1.365228	0.839743	4.878511	0.602952
CCDC8	2.59988	1.646804	1.716144	1.151712	2.50226	1.020178	1.468032	1.514294
CCDC80	108.14457	124.25437	89.39005	201.21723	44.99838	107.73977	72.75066	55.08609
CCDC81	0.4985992	0.5061849	0.3170577	0.322182	0.217463	0.2879514	0.438732	0.460799119334
CCDC82	16.0734198899	21.4136494026718	23.562018	23.3061698384044	14.52605375	22.87738341	24.2807140735358	19.2888225
CCDC83	0.0192552	0	0.04787658	0.0536849	0.1082529	0.42567	0.1621205	0.2475352
CCDC85A	0.0413842	0.121769	0.110753	0.0310829	0.194588	1.04235	0.384335	0.276028
CCDC85B	28.834	33.8401	27.9766	43.1582	20.918	18.3209	17.7524	16.0469
CCDC85C	49.757333	37.642745	37.975701	52.390644	53.296072	63.164945	59.655405	54.838646
CCDC86	17.168375	18.84347	15.303606	19.893708	14.944121	14.413211	10.88318	14.01546
CCDC87	0.183077	0.0717385	0.0543544	0.0152526	0.286777	0.4162	0.244777	0.308396
CCDC88A	6.670099141617	4.8737347006849	7.21268798913569	6.60144822	6.23282171027874	2.848499671	3.4619031571302	2.7297377553479
CCDC88B	6.02271	6.2307369	8.66680000763862	9.443754	8.308591	6.395677	6.865294	7.202355
CCDC88C	14.72972	12.5042784	13.065177	14.185018	14.98353	10.873302	13.507041	14.873292
CCDC89	0.108016	0.19632	0.223054	0.154057	0.247091	0.707109	0.811538	0.619662
CCDC9	44.908713	55.647766	80.22709	55.999138	25.076323	21.389426	23.005917	19.298391
CCDC90B	99.210578	120.30072	77.745961587	105.813337	84.482648	97.513802	89.524822	94.890937
CCDC91	34.440705	33.172496	36.8252420060762	41.935618	31.372201	28.244678168847	29.487714	26.33769207
CCDC92	24.396319	19.269736	18.88641	20.409349	19.101755	26.271757	24.85031	23.98744
CCDC92B	0.141694	0.0318243	0.0648495	0.111086	0.133189	0.0602678	0.120638	0.0883315
CCDC93	17.15145	11.866285	16.30211	14.86892	16.891854	16.000613	13.953295	14.68159
CCDC96	2.14943	1.38499	1.00468	1.61683	2.80379	3.32602	2.60472	3.36474
CCDC97	26.36822	17.43472	21.24038	18.88993	17.16528	20.2073	27.09196	26.49172
CCDC9B	34.6069	36.028	24.77604	34.7302	31.19762	42.376	35.69483	36.39409
CCER1	0	0	0	0	0	0	0	0
CCER2	0	0.235499	0.266967	0.349283	0.620397	1.028825	0.889676	0.413991
CCHCR1	12.682885	13.8383737329	16.3746092917	16.135068	11.628322	14.6464583	19.4700842	15.093369
CCIN	0.0767955	0.0187676	0	0.0239208	0	0	0.0480246	0
CCK	11.244306	5.412071	11.2106	9.965399	4.416735	5.477456	2.81303	5.397677
CCKAR	0	0	0	0	0.0233317	0	0	0
CCKBR	0	0	0	0	0	0.0517599	0	0
CCL1	0	0	0	0	0	0	0	0
CCL11	0	0	0	0	0	0	0	0
CCL13	0	0	0	0	0	0	0	0
CCL14	0	0	0	0	0	0.193056	0	0
CCL15	0.250067	0.604467	0.184391	0.27826	0.28558	0.7212954	0.464579	0
CCL15-CCL14	0	0.147338	0	0	0	1.4936e-07	0	0
CCL16	0.625934	0.682085	1.02969	0.315339	0.619625	0.51401	0.449223	0.469004
CCL17	0.668693	0.78024	0.67613	0.839462	2.382787	1.290765	0.491558	2.79428
CCL18	0	0	0	0	0	0.0359354	0	0
CCL19	0	0	0	0.100925	0.175985	0.0960793	0	0
CCL2	0	0	0	0	0	0	0.266422	0
CCL20	90.21774	73.28998	41.81546	19.89237	433.73151	52.55253	54.03604	153.55356
CCL21	0	0	0.114286	0	0	0	0	0
CCL22	1.59105	1.18852	1.11961	0.84723	2.52896	2.20038	1.68723	1.67193
CCL23	0	0	0	0	0	0	0	0
CCL24	0.308452	0.381034	0.802443	0.266369	0.373361	0.652268	0.703815	0.378311
CCL25	0.193054	0.0935401	0.077972	0	0	0.112558	0	0.1616275
CCL26	0	0.165803	0	0.0960779	0.369484	0	0	0
CCL27	0.490363	1.1315	0.762507	1.13321	0	1.09721	1.45774	0.266035
CCL28	3.784072	3.340781	2.40119	2.040095	8.6219	4.308928	3.516509	3.267644
CCL3	0	0	0	0	0.14057	0	0	0
CCL3L3	0.394579	0.0633812	0.0716512	0	0.0697112	0	0.0810483	0
CCL4	0	0	0.0956133	0	0	0	0	0
CCL4L2	0.145683	0.047054	0.281526	0	0	0	0	0
CCL5	0.638405	0.879739	0.629602	0.599091	1.273935	0.665114	1.31864	1.059034
CCL7	0	0	0	0	0	0	0	0
CCL8	0	0	0	0	0	0	0	0
CCM2	28.121177	23.062457	21.291059	24.881352	29.669091	22.7580928	24.4225489	24.136134
CCM2L	0	0.0139153	0	0.0177471	0	0	0	0
CCN1	114.1974	107.2631	93.7024	73.97644	139.4241	75.3952	62.4654	51.4805
CCN2	78.3707	81.5235	51.9885	63.4296	133.257	149.886	155.449	103.272
CCN3	0.146086	0.0429013	0.747456	0.145899	0.0623874	0.120177	0.109785	0.134125
CCN4	0.9165767	0.0823344	0.0687078	0.0161704	0.0372826	0.0727853	0.0648332	0.0399352
CCN5	4.010399	5.86781	2.954201	2.776893	0.582468	0.772357	0.512767	0.2660335
CCN6	0.1310055	0.030699	0.257802	0.117208	0.1617298	0.0793059	0.12659500104138	0.038661100521504
CCNA1	6.510109	3.1817259	3.368346	2.1510509	9.874331	1.167637	2.682025	0.952814
CCNA2	0.904286	1.15013	1.18078	1.66379	1.31412	1.38416	0.810583	0.874259
CCNB1	4.99026	5.280979	4.35136	5.01088	7.84542	5.54875	3.880203	4.522973
CCNB1IP1	34.7127545	40.4762431	42.7594557	37.170978	29.823056	27.1688692	37.254325	28.339371
CCNB2	4.676634	4.308939	4.529918	4.933934	3.218273	2.16639	2.5769508	2.332525
CCNB3	0.1055414	0.154941	0.360353	0.289864	0.184166	0.2880147	0.525383	0.198212
CCNC	84.017627	90.656616	83.822808	82.436417	77.265302	70.088328	62.99409	66.37446
CCND1	454.09881	656.76715	203.44667	413.09166	570.15161	686.3594	320.70425	332.29321
CCND2	35.3646076006	29.097829	22.4406556	22.9715045	48.3755445512	15.626307	13.280706	11.255765
CCND3	63.94563237873	56.292599	35.863844968	57.865974	68.188549	58.556028	60.9510629	63.23997366
CCNDBP1	74.508589	55.680466	67.394828	70.875172	101.951352	70.213261	99.920401	95.392606
CCNE1	5.435641	4.42012	2.4490778	3.933692	6.13015	4.348562	1.927788	2.18666000062068
CCNE2	3.239025	2.637098	3.381509	3.171642	2.534105	2.433798	1.999534	1.340752
CCNF	2.41034	2.03648	2.883562	2.569298	1.818605	2.040395	1.954808	1.42765
CCNG1	100.410673	102.44404	84.328356	102.1485	82.541693	86.775714	70.836826	82.243913
CCNG2	113.80897	99.89731	102.843	101.6299	105.807	89.582498	101.46007	118.682968
CCNH	34.59943	35.874026	49.71494	41.036933	30.463401	31.83625	35.07384	33.40179
CCNI	320.460127	256.476894	342.590291	283.823615	203.403751	163.583468	173.673631	177.447027
CCNI2	1.368082	0.705164	1.026431	1.296487	2.370198	2.51977	3.55842	4.82175
CCNJ	5.5806769	6.356631	6.255569	5.750045	6.177236	6.086501	5.948723	6.790704
CCNJL	17.241434101	10.3744608797463	10.286042	13.11501542516	21.172285	9.963359	11.0844820019202	14.78327
CCNK	58.791509	60.309607	78.602392	63.876543	48.311988	43.378652	43.575921	42.208418
CCNL1	54.372669	60.19755	83.034492	68.19707	62.69575	81.47665	94.863582	86.22678
CCNL2	106.559201	133.767805	167.961033	140.974748	115.968971	198.648235	228.885334	155.966237
CCNO	10.68489	6.11633	12.83954	10.06294	18.38109	18.7413	22.03423	28.5573
CCNP	1.107478	0.494998	1.031222	0.424147	0.2295611	0.2017287	0.0933321	0.0244258
CCNQ	21.488007	25.78079	23.793462	28.530289	20.345374	22.980682	20.649903	20.927381
CCNT1	12.78217	14.87114	18.763676	15.67969	12.800632	13.864964	13.64337	12.63125
CCNT2	15.688712	15.589998	20.443288	14.194894	21.29057	20.449442	25.694769	27.78187
CCNY	35.213262	31.9689479	34.2903042	39.728177	27.214536	25.371188	30.4396167	31.215365
CCNYL1	24.346044	26.822931	23.336241	23.066492	22.486606	21.533995	25.462574	19.41482
CCP110	5.72414	4.723343	8.577687	6.759967	5.427939	5.155126	6.4730733	5.3358544
CCPG1	67.472427	79.944902	91.337968	92.147312	62.72868	69.348795	74.624166	66.568154
CCR1	0.0134667	0	0.0149857	0.0168201	0	0.0158305	0	0
CCR10	0.890365	1.330822	0.841526	0.5072265	0.64176	0.64045	0.9681238	0.6758048
CCR2	0	0	0	0	0	0.0384362	0	0
CCR3	0.260381	0.200026	0.0826179	0.254968	0.138917	0.196531	0.186127	0.0852704
CCR4	0.245555	0.293549	0.308291	0.204137	0.281172	0.323082	0.301689	0.456588
CCR5	0	0	0	0	0	0	0	0.0237344
CCR6	0.0502292	0.0225315	0.0660101	0.101202	0.0409504	0.329055	0.195881	0.125353
CCR7	0.613666	0.692944	0.281318	0.543952	0.5159838	0.9177	0.601019	0.801924
CCR8	0	0	0	0	0	0	0.101317	0
CCR9	0.0285775	0.00987135	0.04229793744	0.0239361	0.0654505	0.05168508098	0.0893959	0.035079574
CCRL2	1.510095	1.425309	0.831807	0.809184	2.945487	7.262574	3.562304	6.1918419
CCS	38.294999	39.494911	42.93676	47.657719	39.498906	35.802778	50.351305	47.412536
CCSAP	5.487458	6.62206000182083	10.563343	8.41654	3.31032	3.14632400038617	3.092806	3.01133683
CCSER1	3.6527285	2.349716	5.099538	3.750202	3.884182	3.7196668	5.649853	5.682089
CCSER2	24.61456350826	24.868445	25.7878200011063	26.5063837	22.173518217889	17.577414911	15.99767	19.576007
CCT2	79.22832	85.90836	81.25098	90.43591	83.41577	99.428461	90.197982	87.565743
CCT3	140.082771	143.150077	136.625331	148.471599	144.934807	140.768005	140.845024	140.211205
CCT4	105.740453	100.412613	88.277519	95.775005	97.292	75.344998	74.301541	71.897639
CCT5	114.243683	122.659218	104.066055	123.443374	118.819479	124.935541	103.181983	106.44276
CCT6A	97.60462	102.12485	110.71101	104.91349	101.42045	89.91929	96.66324	91.51708
CCT6B	4.118822	3.993534	3.6116842	2.94536	5.226442	3.888487	5.337807	5.669843
CCT7	164.109313	168.866529	148.26601	182.594208793	165.246573	149.32381623431	151.102554	139.726864
CCT8	124.912818	127.973074	114.533317	125.908344	139.49624	135.74809	129.205501	134.464844
CCT8L2	0	0	0	0	0.0383372	0.0421869	0	0.0411861
CCZ1	24.340441	51.7536	14.7221	50.727785	22.4584	45.6565	15.5213605109	49.205900005671
CCZ1B	57.01601	34.97641	70.423404	28.818757	54.57171	35.487012	75.521241	33.389778
CD101	0.3763986	0.401019	0.30391	0.4156733	0.5653766	0.458357	0.499981	0.4412067
CD109	12.4716999914	14.5781621337	12.783463	9.516817	12.02490191	9.82529	10.947565	7.382268
CD14	1.38592	1.31504	3.02022	1.86969	0.951779	1.21212	1.532841	0.582305
CD151	559.97042	631.462784	570.408983	480.192958	508.638758	559.76421	547.1875	407.80092
CD160	0.432123	0.334305	0.54425919	0.862502	0.702553	0.3960497	1.034809	0.547991
CD163	0	0.00940897	0	0	0	0	0	0
CD163L1	0.0221082806	0.31845781	0.0164408843	0.0276857346	0	0.0086754398	0.046255752	0.025431077
CD164	235.1744159	271.704142	276.467986	273.010493	209.0365282	280.338189	280.56441	264.951534
CD164L2	1.159783	1.314451	0.721771	1.088094	0.5502227	0.615205	0.465768	0.0625535
CD177	0.64609	1.01737927	0.0741509	0.959934	0.160226	0.5815909	0.486978	0.296108
CD180	0.136633	0.0550516	0.103949	0.172467	0.0600326	0.125945	0.173357	0.0938724
CD19	0.0781761	0.0382059	0	0.04868905	0.04169717	0	0	0
CD1A	0	0	0	0	0	0	0	0
CD1B	0	0	0	0	0	0	0	0
CD1C	0	0	0	0	0	0	0	0
CD1D	0.0778349	0.0137343	0.0404859	0.0840316	0.11522375585	0.0770824	0.0314994	0.0380008
CD1E	0	0	0	0	0	0	0	0
CD2	0	0	0	0	0	0	0	0
CD200	6.567522	1.70022334	3.1300233	1.378395	7.281182	3.494211	6.189602	2.848076
CD200R1	1.850766	4.480387	1.017016	4.566323	1.62589	3.1042816	0.743088	3.3049679
CD200R1L	0.22266	0	0.245988	0.2295224	0.2867761	0.0744617	1.0516912	0.181529
CD207	0.020195	0	0	0.0754537	0	0	0	0
CD209	0.119067	0.150728	0.147125	0.0993435	0.0412603	0.113535	0.13771	0.115755
CD22	3.15656	0.396468	0.110946	0.165841	2.64612	0.464612	4.138601	0.40319800730657
CD226	0.2238638	0.178296900137036	0.201091000447639	0.136792200188409	0.354366000506505	0.1305974	0.385021000782103	0.352784900688445
CD24	3666.892367	3383.976955	3152.470497	3219.82033	2626.89062	3041.65276	2872.536726	3229.32827
CD244	0.0287903	0.0140924	0.0336332	0.107836	0	0.59618144	0.0180313	0.18174
CD247	0.5640876	0.7162583136125	0.7097185	1.1833506	0.25917365	0.5817509	0.0452927	0.383568
CD248	0.0701814	0.0137426	0	0	0.0149871	0	0	0
CD27	7.14275	10.0199	9.81088	9.6758	8.64039	13.0651	16.994	13.542
CD274	7.55722	8.679299	5.48866	7.72536	6.89064	4.509292	3.59983	5.673834
CD276	40.187305	40.303629	32.862188	38.340539	37.789539	26.932638	24.769141	26.086073
CD28	0.0977772	0.0897185	0.108557	0.0563254	0.0727128	0.179485	0.197596	0.2448358
CD2AP	71.2102	70.4612	68.7012	63.1862	81.0935	76.6073	82.2016	75.6723
CD2BP2	62.0723	63.4006	53.7549	64.534	65.298	62.6772	63.1097	63.0388
CD300A	0.3066385	0.6358969	0.414785	0.297836	0.2280134	0	0.0456984	0
CD300C	0.0775801	0.0504558	0.0286363	0.0321287	0.0551284	0	0	0
CD300E	0.0588591	0.126648	0.144988	0.124005	0.0978312	0.105352	0.200622	0.129607
CD300H	0	0	0	0	0	0	0	0
CD300LB	0	0	0	0	0	0	0	0
CD300LD	0.285566	0.322458	0.316531	0.439141	0.16849	0.155948	0.236732	0.288506
CD300LF	0	0.109757	0	0	0	0	0	0
CD300LG	0	0	0.0482905	0.0360012	0	0	0.0180453	0.0475017
CD302	0.8750494	0.553963224586	0.947384	1.38644	0.758369	0.774824	1.191379	1.081575
CD320	10.675143	14.883106	16.356621	14.720395	13.2085323	12.728901	11.839603	9.545719
CD33	0.026711	0.078707707181	0.0293795	0.0329501	0	0	0.0663041	0.0457674
CD34	0.0247033	0.111629	0.046204	0.0920117	0.242328	0.0934091	0.0885555	0.3045296
CD36	0.1548671	0.32211	0.253667	0.380659	0.0797567	0.542777	0.6050718	0.385609
CD37	2.7840147	1.208315	2.569751	0.9851964	1.620584	0.2712595	0.0304434	0.2718218
CD38	0.225828	0.0993166	0.186147	0.0967213	0.217937	0.206022	0.156495	0.212042
CD3D	0	0	0	0	0	0	0	0
CD3E	0.208957	0	0.0660077	0.0396958	0.445196	0	0.111633	0.102278
CD3G	0.248515	0.3018	0.318913	0.238818	0.414484	0.2270698	0.359469	0.311545
CD4	4.5243284	4.858951	2.388261	5.967821	4.8450284	2.14841	1.78612	3.47123
CD40	41.794592	69.576917	49.202926	55.202269	51.676413	74.072579	82.432533	73.904722
CD40LG	0.0542522	0.120387	0.0300162	0.0335493	0.0575832	0	0.150646	0.0617739
CD44	127.1860077	120.2957272	123.455849	70.3802175	256.177046	112.1998487	123.837123	90.8581496
CD46	313.310327	395.109183	338.18773	367.055587	288.883489	521.200746	409.539238	334.916169
CD47	85.04886	80.46012	103.20931	97.90056	136.71587	97.2141	119.15	125.7727
CD48	0	0	0.0470068	0	0	0	0	0
CD5	0.189916	0.853443	0.161758	2.453595	0.810757	0.293334	1.088943	0.425876
CD52	0.368494	0	0.967447	0.8665	0.768589	0.208176	0.662642	1.61264
CD53	0.0262694	0	0	0	0.0279989	0.12315	0.131132	0.090109
CD55	47.1543611499349	60.8833521	73.5274126	83.4429147001605	37.0833972	103.3404078	86.670112	103.866906
CD58	17.54289	18.817885	23.312704	18.56782	16.27496	17.096789	19.710763	15.363928
CD59	679.238511	777.674138	468.5652534	398.63786	813.6374132	829.916906	619.2155186	460.4881445
CD5L	0	0.0162408	0	0	0	0	0	0
CD6	0.29723	0.1691906	1.0613079	0.0531368	0.0247871	0	0.0145468	0
CD63	799.455168	893.974649	866.430206	812.494922	761.9453335	893.346319	727.7938	776.982463
CD68	97.891355	65.069463	60.737484	44.1302294	51.306425	16.477419	25.002176	17.773227
CD69	1.10368	1.121245	0.662758	0.54344	2.118859	0.566343	0.625687	1.284679
CD7	0.2335303	0.0634243	0.5574776	0.119687	0	0.107854	0	0.0532917
CD70	1.063385	0.317469	0.179681	0.733562	0.979833	0.191072	1.089097	0.4297772
CD72	2.948257	4.389026	3.149104	4.819835	3.136838	3.069506	2.549079	2.504394
CD74	200.87911	183.117505	192.478298	129.547044	556.289536	399.175022	384.480309	386.286574
CD79A	0.119097	0.269963	0.0874447	0.0490327	0.21115	0.231901	0	0.135595
CD79B	0	0	0	0	0	0.039193154198	0	0
CD80	0	0	0	0	0	0.03048	0	0
CD81	360.521459	379.087539	445.296387	439.094197	325.061496	310.104372	359.426509	247.516184
CD82	130.084305	108.850143	83.103649	68.0135	275.1445235	151.676993	182.545203	160.498688
CD83	1.15317	1.20476	1.54207	1.0112	1.26428	0.714073	0.585372	0.679393
CD84	0.160496	0.0591456	0.0799839	0.142765	0.136283	0.163208	0.134382	0.185686
CD86	2.961852	1.928315334543	0.636239	3.005381018289	4.833353	1.907639	1.8777039132583	3.169023
CD8A	0.292218	0.2512185	0.3299565	0.159741	0.0498219	0.191409	0.202898	0.1867692
CD8B	0.139053	0.131489	0.109391	0.118372	0	0.0146748	0.0670139	0.0486413
CD8B2	0.155704	0.0752544	0.0785712	0.153472	0.133884	0.0430557	0.151503	0.131102
CD9	277.310167	233.8132355	230.870444	200.389156	286.231045	274.041809	393.264769	380.028642
CD93	0.0795607	0.0782457	0.167015	0.0498013	0.0531654	0.0468276	0.118734	0.127794
CD96	1.623509898	2.5616559	0.9300416	1.4520184438	9.577596	8.834461	3.6081656	7.465738
CD99	232.906812	377.905884	253.24547	171.041278	108.091248	122.1156722	86.8656282	65.0869798
CD99L2	22.016839	15.280569	10.2213495	11.130215	22.854095	14.4108293	20.210042	15.436367
CDA	118.445	74.3489	19.5776	37.2491	81.7976	36.0728	7.71099	13.6329
CDADC1	12.78721	13.85974	14.57103	15.30183	11.46461	9.46021	12.03307	9.115143
CDAN1	6.635256	7.043987	7.993617	13.075019	6.178988	7.470860541994	7.176995	8.06635
CDC123	76.770791	80.065012	78.187639	80.002068	92.034073	78.492432	91.024254	85.498165
CDC14A	2.7159113	3.0898671	4.0997299	3.6666703	2.37116516	3.4741129	4.1296717	3.0921209
CDC14B	9.674832	10.394497	11.287858	12.750606	12.406823	14.791696	16.921146	16.493961
CDC14C	0.561933	0.615869	0.523106	0.674424	0.496807	0.704968	0.688399	0.863911
CDC16	43.1298683687	50.29676819	49.4378950585	52.8151092023	45.836055371	52.24386597369	56.074824463	51.433385
CDC20	0.58638	0.785049	0.849883	2.47953	1.20046	0.935253	0.703122	0.966334
CDC20B	0.4326511	0.3639646	0.471164	0.43275	0.5105886	0.1874368	0.532814000806038	0.70026480296415
CDC23	29.699199	32.804845	36.76354	31.72946	23.96137	22.60124	23.921461	20.837445
CDC25A	0.899735540136	0.833379	0.789333	0.920777	1.7276	0.872702	0.875808	0.905142
CDC25B	0.772569	0.644765101061	0.979702	0.8411665	0.9047457	1.320324	1.355841	1.3456375
CDC25C	0.0418044	0.1588971	0.231538	0.0472425	0.3344829	0.264135	0.0711327	0.0434506
CDC26	61.1784	65.1884	77.0744	69.0665	40.5419	49.9563	51.2684	49.0024
CDC27	40.16793	39.8049267	40.425519	37.85143	52.714391	53.879211	48.034923	40.485716
CDC34	70.769169	65.345223	57.183721	70.59458	59.13153	55.992683	43.50041	50.58848
CDC37	199.236731	229.071925	202.921971	212.094543	215.534805	190.052925	196.592419	181.19176
CDC37L1	17.84757	19.94674	23.9811	24.94	19.34181	22.833	23.7704	21.97752
CDC40	13.49737	14.74375	17.66504	15.664441	15.05621	17.27611	18.86754	18.94934
CDC42	163.762209	167.691859	170.969254	140.399875	180.513604	164.5307875	165.16853	153.0021735
CDC42BPA	12.59109257326	11.1825506006898	12.367954	12.2068060132693	14.597752	13.8708893	22.715705131	18.326114
CDC42BPB	49.9632	45.9398	40.7395	51.0271	56.5151	55.0887	62.4936	61.875456
CDC42BPG	34.4792	39.8712	36.5481	38.3975	42.5817	58.1342	62.2308	55.1804
CDC42EP1	27.52506	20.012192	13.988325	13.618051	35.4273	11.865773	9.486242	10.889731
CDC42EP2	6.89613	5.101401	3.62462	5.4681	7.81391	3.739088	4.41468	4.7031
CDC42EP3	61.9149	34.682798	67.604532	48.062983	59.248743	61.627194	69.340033	53.595935
CDC42EP4	27.24989	26.367957	22.519279	25.967618	37.72221	44.909478	38.267355	33.64311
CDC42EP5	155.372	123.972	129.642	188.287	240.518	109.039	107.53	159.453
CDC42SE1	75.38993	85.00754	66.698738	77.172949	97.81494	101.570791	100.82256	89.40689
CDC42SE2	63.116835	76.60764	77.004565	84.349268	57.57728	77.867956	87.440465	72.46388
CDC45	0.39492942	0.4308051503113	0.08625909	0.0997812401262	0.4582422	0.5797908	0.1493785	0.1137562812299
CDC5L	17.4295	16.6118	23.0064	21.9283	15.3403	16.1261	17.5964	16.8678
CDC6	1.481784	1.568984	1.725555	2.577674	1.9693372	1.2663596	0.647939	0.6493336
CDC7	1.00025	1.843306	2.23393	2.077104	1.934223	1.574316	2.169439549	1.867372
CDC73	25.783848	24.16826	29.602668	26.96032	26.345273	26.74506	25.2959	25.97686
CDCA2	0.317145	0.218061	0.353416	0.508302	0.433955	0.273079	0.14918	0.193651
CDCA3	1.223398	0.9518906	1.6668292	1.5165011	1.266888	1.72619	1.322002	0.908509
CDCA4	8.96279	6.1461726	10.29887	8.81387	8.571117	7.786478	10.5022000007796	9.06585
CDCA5	0.920149	0.5293672	0.663556	1.1759456	1.441535	0.628559	0.699142	0.470192000770805
CDCA7	0.7066322	0.6967378	0.820719	0.345006958	1.469475	0.5810029	0.54424	0.4185268
